ID,Brand,Model,Type,Year,Age,KmDriven,Transmission,Owner,FuelType,AskPrice
C0321,MG,Hector,SUV,2021,3,24745,Automatic,Second,Petrol,1430000
C0322,MG,Hector,SUV,2020,4,47000,Automatic,First,Petrol,1350000
C0323,Maruti Suzuki,Grand Vitara,SUV,2024,0,1600,Manual,First,Petrol,1350000
C0324,Toyota,Fortuner,SUV,2023,1,40000,Automatic,First,Diesel,4250000
C0325,Hyundai,Verna,Sedan,2019,5,79146,Automatic,Second,Petrol,965000
C0326,Maruti Suzuki,Ertiga,MUV,2019,5,47110,Manual,Second,Petrol,769000
C0327,Maruti Suzuki,Swift,Hatchback,2018,6,29000,Automatic,First,Petrol,549000
C0328,Maruti Suzuki,Wagon-R,Hatchback,2018,6,18052,Manual,Second,Petrol,371000
C0329,Maruti Suzuki,Wagon-R,Hatchback,2020,4,26600,Automatic,First,Petrol,550000
C0330,Hyundai,Creta,SUV,2021,3,38000,Manual,First,Diesel,1249000
C0331,Mahindra,Bolero,SUV,2022,2,56800,Manual,First,Diesel,838000
C0332,Kia,Seltos,SUV,2021,3,95000,Manual,Second,Diesel,1350000
C0333,Maruti Suzuki,Ertiga,MUV,2019,5,15000,Automatic,Second,Petrol,1055000
C0334,Tata,Nexon,SUV,2022,2,20000,Automatic,Second,Diesel,1000000
C0335,Hyundai,Creta,SUV,2017,7,160000,Automatic,Second,Petrol,799000
C0336,Toyota,Fortuner,SUV,2022,2,27000,Automatic,First,Diesel,4400000
C0337,Tata,Nexon,SUV,2019,5,34000,Automatic,First,Petrol,875000
C0338,Hyundai,New i20,Hatchback,2023,1,46000,Manual,First,Petrol,725000
C0339,Kia,Seltos,SUV,2022,2,79000,Automatic,Second,Diesel,1650000
C0340,Tata,Tiago,Hatchback,2017,7,80000,Manual,Second,Petrol,325000
C0341,Maruti Suzuki,Swift,Hatchback,2020,4,46000,Manual,First,Petrol,655000
C0342,Mahindra,Thar,SUV,2021,3,20000,Manual,First,Diesel,1199000
C0343,Renault,KWID,Hatchback,2017,7,42193,Automatic,Second,Petrol,390000
C0344,Maruti Suzuki,Ignis,Hatchback,2018,6,52000,Automatic,First,Petrol,480000
C0345,Maruti Suzuki,XL6,MUV,2022,2,26000,Manual,First,Petrol,935000
C0346,MG,Hector,SUV,2023,1,17000,Automatic,First,Petrol,2025000
C0347,Toyota,Innova Crysta,MPV,2022,2,80000,Manual,First,Diesel,2720000
C0348,Hyundai,Creta,SUV,2017,7,50000,Manual,First,Petrol,799999
C0349,Hyundai,Verna,Sedan,2023,1,23000,Automatic,First,Petrol,1525000
C0350,Maruti Suzuki,Grand Vitara,SUV,2022,2,27000,Manual,First,Petrol,1575000
C0351,Maruti Suzuki,Ertiga,MUV,2020,4,40000,Automatic,First,Petrol,900000
C0352,Toyota,Fortuner,SUV,2022,2,61000,Automatic,First,Diesel,3600000
C0353,Hyundai,Alcazar,SUV,2023,1,24000,Automatic,Second,Diesel,1975000
C0354,Renault,Kiger,SUV,2021,3,12300,Manual,Second,Petrol,580000
C0355,Renault,Kiger,SUV,2022,2,11425,Automatic,First,Petrol,749000
C0356,Honda,City,Sedan,2017,7,55000,Manual,Second,Petrol,625000
C0357,Hyundai,Creta,SUV,2022,2,25000,Automatic,First,Petrol,1650000
C0358,Hyundai,Creta,SUV,2019,5,52000,Automatic,First,Petrol,1075000
C0359,Maruti Suzuki,Baleno,Hatchback,2019,5,50000,Manual,First,Petrol,575000
C0360,Maruti Suzuki,Wagon R,Hatchback,2016,8,55000,Manual,Second,Petrol,315000
C0361,Hyundai,Creta,SUV,2019,5,78000,Automatic,First,Petrol,1045000
C0362,Honda,Amaze,Sedan,2019,5,67000,Automatic,Second,Petrol,575000
C0363,Toyota,Fortuner,SUV,2022,2,50000,Manual,First,Diesel,4000000
C0364,Maruti Suzuki,Baleno,Hatchback,2017,7,46000,Manual,First,Petrol,421000
C0365,Maruti Suzuki,Swift,Hatchback,2019,5,98000,Automatic,First,Petrol,640000
C0366,Mahindra,Scorpio N,SUV,2023,1,60000,Automatic,First,Diesel,1951000
C0367,Maruti Suzuki,Baleno,Hatchback,2019,5,35000,Automatic,First,Petrol,700000
C0368,Hyundai,Venue,SUV,2021,3,68000,Automatic,Second,Petrol,820000
C0369,Tata,Nexon,SUV,2020,4,18231,Manual,First,Petrol,539101
C0370,MG,ASTOR,SUV,2024,0,8000,Automatic,First,Petrol,1800000
C0371,Maruti Suzuki,Baleno,Hatchback,2017,7,81000,Manual,Second,Petrol,575000
C0372,Tata,Altroz,Hatchback,2020,4,12600,Manual,First,Petrol,575000
C0373,Maruti Suzuki,S-Presso,Hatchback,2019,5,17000,Automatic,Second,Petrol,390000
C0374,Kia,Seltos,SUV,2020,4,49900,Manual,First,Petrol,999000
C0375,Kia,Seltos,SUV,2021,3,58000,Automatic,First,Petrol,1299999
C0376,Hyundai,Creta,SUV,2016,8,62000,Manual,First,Petrol,645000
C0377,MG,Hector,SUV,2020,4,27000,Automatic,Second,Petrol,1300000
C0378,Tata,Tiago,Hatchback,2017,7,39065,Manual,First,Petrol,448000
C0379,Maruti Suzuki,Ertiga,MUV,2017,7,44000,Automatic,First,Petrol,785000
C0380,Hyundai,Venue,SUV,2021,3,33000,Manual,First,Petrol,795000
C0381,Toyota,Innova Crysta,MPV,2022,2,32500,Manual,First,Diesel,2900000
C0382,Maruti Suzuki,Celerio,Hatchback,2017,7,57000,Automatic,Second,Petrol,319000
C0383,Mahindra,Thar,SUV,2021,3,55000,Automatic,First,Petrol,1175000
C0384,Hyundai,Venue,SUV,2022,2,53000,Manual,Second,Petrol,955000
C0385,Hyundai,Verna,Sedan,2019,5,37000,Manual,Second,Petrol,825000
C0386,Maruti Suzuki,Grand Vitara,SUV,2024,0,1600,Manual,First,Petrol,1350000
C0387,Honda,City,Sedan,2022,2,16000,Automatic,First,Petrol,1385000
C0388,Hyundai,Verna,Sedan,2022,2,40000,Automatic,First,Diesel,1399000
C0389,Maruti Suzuki,Celerio,Hatchback,2022,2,39270,Automatic,First,Petrol,585000
C0390,Maruti Suzuki,XL6,MUV,2020,4,38000,Manual,First,Petrol,1150000
C0391,Maruti Suzuki,XL6,MUV,2019,5,61231,Automatic,First,Petrol,825101
C0392,Kia,Carens,MPV,2022,2,24000,Automatic,First,Diesel,1920000
C0393,Maruti Suzuki,S-Presso,Hatchback,2021,3,14000,Automatic,First,Petrol,475000
C0394,Tata,Tiago,Hatchback,2017,7,71352,Manual,Second,Petrol,325000
C0395,Honda,City,Sedan,2018,6,15000,Manual,First,Petrol,769999
C0396,Hyundai,Verna,Sedan,2021,3,65000,Manual,Second,Petrol,890000
C0397,Kia,Sonet,SUV,2021,3,730000,Automatic,Second,Petrol,930000
C0398,Tata,Altroz,Hachback,2023,1,59500,Manual,First,Diesel,950000
C0399,Honda,City,Sedan,2019,5,49000,Automatic,First,Petrol,1021000
C0400,Renault,KWID,Hatchback,2018,6,38000,Automatic,Second,Petrol,380000
C0401,Mahindra,Thar,SUV,2022,2,58600,Automatic,First,Diesel,1800000
C0402,Renault,KWID,Hatchback,2021,3,7000,Manual,First,Petrol,385000
C0403,Tata,Nexon,SUV,2022,2,5000,Automatic,First,Petrol,1125000
C0404,Maruti Suzuki,Wagon-R,Hatchback,2017,7,36000,Manual,First,Petrol,394000
C0405,Honda,City,Sedan,2021,3,38000,Automatic,First,Petrol,1195000
C0406,Renault,Triber,MUV,2020,4,27500,Manual,First,Petrol,520000
C0407,Honda,City,Sedan,2018,6,38000,Automatic,Second,Petrol,715000
C0408,Maruti Suzuki,S-Presso,Hatchback,2020,4,55000,Manual,Second,Petrol,340000
C0409,Kia,Sonet,SUV,2022,2,29000,Automatic,First,Diesel,1260000
C0410,Maruti Suzuki,Grand Vitara,SUV,2024,0,2480,Manual,First,Petrol,1350000
C0411,Maruti Suzuki,Wagon-R,Hatchback,2017,7,82000,Manual,Second,Petrol,395000
C0412,Maruti Suzuki,Celerio,Hatchback,2017,7,80000,Manual,Second,Petrol,240000
C0413,Kia,Seltos,SUV,2022,2,85000,Manual,First,Diesel,1160000
C0414,Renault,KWID,Hatchback,2017,7,65663,Automatic,Second,Petrol,325000
C0415,Hyundai,Creta,SUV,2022,2,25000,Automatic,First,Petrol,1650000
C0416,Maruti Suzuki,Grand Vitara,SUV,2024,0,1600,Manual,First,Petrol,1350000
C0417,Hyundai,Creta,SUV,2022,2,48000,Manual,First,Diesel,1620000
C0418,Maruti Suzuki,Ertiga,MUV,2019,5,38500,Manual,Second,Petrol,799000
C0419,Honda,City,Sedan,2020,4,60766,Automatic,First,Petrol,1150000
C0420,Maruti Suzuki,XL6,MUV,2019,5,52500,Manual,Second,Petrol,875000
C0421,Maruti Suzuki,XL6,MUV,2021,3,45000,Manual,Second,Petrol,1025000
C0422,Honda,City,Sedan,2020,4,69000,Manual,First,Petrol,899000
C0423,Maruti Suzuki,Jimny,SUV,2023,1,1800,Automatic,First,Petrol,1450000
C0424,Hyundai,Grand i10 Nios,Hatchback,2020,4,40000,Manual,First,Petrol,565000
C0425,Maruti Suzuki,Wagon-R,Hatchback,2016,8,14352,Automatic,Second,Petrol,372000
C0426,Honda,City,Sedan,2016,8,59000,Automatic,Second,Petrol,725000
C0427,Renault,KWID,Hatchback,2019,5,34000,Automatic,First,Petrol,365000
C0428,Honda,City,Sedan,2021,3,38000,Automatic,First,Petrol,1198000
C0429,Toyota,Glanza,Hatchback,2021,3,22000,Manual,Second,Petrol,840000
C0430,Tata,Tiago,Hatchback,2017,7,29000,Manual,First,Petrol,410000
C0431,Hyundai,Creta,SUV,2021,3,33000,Automatic,First,Petrol,1245000
C0432,Renault,KWID,Hatchback,2019,5,5800,Automatic,First,Petrol,299000
C0433,Maruti Suzuki,Swift,Hatchback,2018,6,45000,Manual,First,Petrol,545000
C0434,Maruti Suzuki,Wagon-R,Hatchback,2016,8,48231,Manual,First,Petrol,335101
C0435,Maruti Suzuki,Celerio,Hatchback,2019,5,65000,Manual,First,Petrol,480000
C0436,Toyota,Fortuner,SUV,2021,3,65000,Automatic,First,Diesel,3851000
C0437,Maruti Suzuki,Swift,Hatchback,2022,2,33000,Automatic,First,Petrol,755000
C0438,Renault,KWID,Hatchback,2016,8,13340,Automatic,First,Petrol,335000
C0439,Hyundai,Creta,SUV,2023,1,21000,Manual,First,Diesel,1495000
C0440,Hyundai,Creta,SUV,2024,0,3100,Automatic,First,Petrol,2190000
C0441,Maruti Suzuki,Baleno,Hatchback,2018,6,31000,Automatic,First,Petrol,685000
C0442,Toyota,Fortuner,SUV,2022,2,35000,Automatic,First,Diesel,4200000
C0443,Mahindra,XUV700,SUV,2023,1,17000,Automatic,First,Diesel,2570000
C0444,Kia,Seltos,SUV,2021,3,46000,Manual,First,Diesel,1085000
C0445,Maruti Suzuki,Swift,Hatchback,2021,3,15505,Manual,Second,Petrol,590000
C0446,Maruti Suzuki,S-Presso,Hatchback,2022,2,25000,Automatic,First,Petrol,525000
C0447,Maruti Suzuki,Eeco,MPV,2020,4,32000,Manual,First,Petrol,460000
C0448,Renault,KWID,Hatchback,2017,7,60000,Automatic,First,Petrol,310000
C0449,Toyota,Innova Crysta,MPV,2022,2,15000,Manual,First,Diesel,2340000
C0450,Hyundai,Verna,Sedan,2016,8,57000,Manual,First,Petrol,590000
C0451,Maruti Suzuki,Celerio,Hatchback,2020,4,28000,Manual,First,Petrol,500000
C0452,Honda,City,Sedan,2017,7,55000,Automatic,Second,Petrol,721000
C0453,Hyundai,Creta,SUV,2022,2,112000,Manual,First,Diesel,1375000
C0454,Toyota,Fortuner,SUV,2022,2,45000,Automatic,First,Diesel,4100000
C0455,Maruti Suzuki,Ignis,Hatchback,2018,6,44000,Manual,First,Petrol,460000
C0456,Mahindra,XUV700,SUV,2022,2,75000,Automatic,First,Diesel,1800000
C0457,Maruti Suzuki,Swift,Hatchback,2017,7,25000,Manual,Second,Petrol,415000
C0458,Hyundai,Creta,SUV,2020,4,67000,Automatic,First,Petrol,1465000
C0459,Hyundai,Verna,Sedan,2019,5,56000,Automatic,First,Petrol,775000
C0460,Honda,City,Sedan,2017,7,49000,Automatic,First,Petrol,885000
C0461,Renault,KWID,Hatchback,2017,7,63663,Automatic,Second,Petrol,325000
C0462,Maruti Suzuki,Swift,Hatchback,2018,6,62000,Manual,First,Petrol,515000
C0463,MG,Hector,SUV,2023,1,20000,Automatic,Second,Petrol,1750000
C0464,Maruti Suzuki,Wagon-R,Hatchback,2017,7,43000,Automatic,Second,Petrol,425000
C0465,Tata,Nexon,SUV,2020,4,69000,Automatic,First,Petrol,624000
C0466,Honda,City,Sedan,2016,8,67000,Automatic,Second,Petrol,675000
C0467,Maruti Suzuki,Swift,Hatchback,2024,0,2600,Automatic,First,Petrol,865000
C0468,Tata,Altroz,Hatchback,2022,2,11400,Manual,First,Petrol,699000
C0469,Toyota,Fortuner,SUV,2023,1,20000,Automatic,First,Diesel,3850000
C0470,Maruti Suzuki,Alto-K10,Hatchback,2017,7,84000,Manual,Second,Petrol,300000
C0471,Maruti Suzuki,Dzire,Sedan,2021,3,15000,Automatic,First,Petrol,795000
C0472,Hyundai,Aura,Sedan,2021,3,20000,Manual,Second,Petrol,565000
C0473,Maruti Suzuki,Swift,Hatchback,2023,1,16000,Automatic,First,Petrol,845000
C0474,Maruti Suzuki,Swift,Hatchback,2023,1,11000,Automatic,First,Petrol,725000
C0475,Maruti Suzuki,Ertiga,MUV,2020,4,18000,Manual,First,Petrol,899000
C0476,Maruti Suzuki,Eeco,MPV,2020,4,30000,Automatic,First,Petrol,350000
C0477,Skoda,Kodiaq,SUV,2021,3,25296,Automatic,First,Petrol,3299000
C0478,Toyota,Fortuner,SUV,2023,1,6400,Automatic,First,Diesel,4250000
C0479,Hyundai,Alcazar,SUV,2021,3,40500,Automatic,First,Petrol,1659000
C0480,MG,Hector,SUV,2020,4,45000,Automatic,Second,Petrol,1225000
C0481,MG,Hector,SUV,2023,1,7600,Automatic,First,Petrol,2185000
C0482,Maruti Suzuki,Alto-K10,Hatchback,2016,8,75000,Manual,Second,Petrol,238000
C0483,Maruti Suzuki,Alto-K10,Hatchback,2018,6,46000,Automatic,First,Petrol,345000
C0484,Renault,KWID,Hatchback,2019,5,60000,Automatic,Second,Petrol,320000
C0485,MG,Hector,SUV,2021,3,36000,Automatic,First,Petrol,1600000
C0486,Tata,Harrier,SUV,2022,2,31000,Automatic,First,Diesel,2050000
C0487,Hyundai,Grand i10 Nios,Hatchback,2022,2,18400,Automatic,First,Petrol,850000
C0488,Tata,Tigor,Sedan,2022,2,4600,Automatic,Second,Petrol,675000
C0489,Maruti Suzuki,Swift,Hatchback,2018,6,66000,Automatic,Second,Petrol,575000
C0490,Maruti Suzuki,Grand Vitara,SUV,2024,0,1600,Manual,First,Petrol,1350000
C0491,Maruti Suzuki,Wagon-R,Hatchback,2018,6,62000,Manual,Second,Petrol,397000
C0492,Hyundai,Venue,SUV,2022,2,3000,Manual,First,Petrol,1160000
C0493,Hyundai,Creta,SUV,2020,4,70000,Automatic,Second,Petrol,1155000
C0494,Maruti Suzuki,Baleno,Hatchback,2020,4,52450,Manual,First,Petrol,610000
C0495,Maruti Suzuki,Wagon-R,Hatchback,2017,7,95000,Manual,Second,Petrol,280000
C0496,Maruti Suzuki,Swift,Hatchback,2021,3,38000,Manual,First,Petrol,715000
C0497,Renault,Triber,MUV,2022,2,35000,Automatic,First,Petrol,735000
C0498,Maruti Suzuki,Alto-K10,Hatchback,2016,8,41000,Automatic,Second,Petrol,255000
C0499,Renault,Triber,MUV,2020,4,26700,Automatic,First,Petrol,624999
C0500,Kia,Seltos,SUV,2022,2,20890,Automatic,Second,Petrol,1445000
C0501,Mahindra,Thar,SUV,2021,3,26000,Automatic,Second,Petrol,1490000
C0502,Maruti Suzuki,Ignis,Hatchback,2022,2,33506,Manual,First,Petrol,544000
C0503,Hyundai,Venue,SUV,2020,4,30000,Automatic,First,Petrol,890000
C0504,Renault,Triber,MUV,2020,4,26000,Automatic,First,Petrol,625000
C0505,Mahindra,Thar,SUV,2021,3,34000,Automatic,First,Petrol,1325000
C0506,Honda,City,Sedan,2022,2,27000,Manual,First,Petrol,1098000
C0507,Hyundai,Grand i10 Nios,Hatchback,2020,4,100000,Manual,First,Petrol,549000
C0508,Maruti Suzuki,Wagon-R,Hatchback,2017,7,79000,Automatic,First,Petrol,440000
C0509,Toyota,Glanza,Hatchback,2019,5,64000,Manual,First,Petrol,689000
C0510,Mahindra,Thar,SUV,2022,2,27000,Automatic,Second,Petrol,1290000
C0511,Renault,KWID,Hatchback,2016,8,23,Manual,Second,Petrol,210000
C0512,Honda,City,Sedan,2016,8,33950,Automatic,First,Petrol,650000
C0513,Tata,Altroz,Hatchback,2020,4,74000,Manual,First,Petrol,580000
C0514,Mahindra,Scorpio N,SUV,2022,2,29000,Automatic,First,Diesel,2149999
C0515,MG,ASTOR,SUV,2022,2,47200,Automatic,First,Petrol,1190000
C0516,Maruti Suzuki,Celerio,Hatchback,2018,6,82000,Automatic,First,Petrol,425000
C0517,Toyota,Glanza,Hatchback,2022,2,9000,Manual,First,Petrol,775000
C0518,Kia,Seltos,SUV,2022,2,25000,Automatic,First,Petrol,1525000
C0519,Hyundai,Creta,SUV,2019,5,64000,Automatic,First,Petrol,1040000
C0520,Renault,KWID,Hatchback,2017,7,65000,Automatic,Second,Petrol,320000
C0521,Maruti Suzuki,Swift,Hatchback,2019,5,58900,Automatic,First,Petrol,495000
C0522,Maruti Suzuki,Swift,Hatchback,2022,2,52000,Automatic,First,Petrol,645000
C0523,Honda,City,Sedan,2021,3,43000,Automatic,First,Petrol,1040000
C0524,Maruti Suzuki,Wagon-R,Hatchback,2019,5,25000,Automatic,Second,Petrol,525000
C0525,Hyundai,Verna,Sedan,2018,6,74000,Automatic,First,Petrol,880000
C0526,Tata,Nexon,SUV,2018,6,52000,Automatic,First,Petrol,645000
C0527,Mahindra,Thar,SUV,2022,2,32500,Automatic,First,Diesel,1775000
C0528,Maruti Suzuki,Swift,Hatchback,2022,2,60000,Manual,Second,Petrol,550000
C0529,Skoda,Kushaq,SUV,2023,1,17694,Automatic,First,Petrol,1850000
C0530,Maruti Suzuki,XL6,MUV,2021,3,25524,Automatic,First,Petrol,1149000
C0531,MG,Hector,SUV,2023,1,42000,Manual,First,Diesel,2025000
C0532,Maruti Suzuki,Grand Vitara,SUV,2024,0,1600,Manual,First,Petrol,1350000
C0533,Honda,Amaze,Sedan,2022,2,16000,Manual,First,Petrol,665000
C0534,Toyota,Fortuner,SUV,2021,3,36000,Automatic,First,Diesel,3750000
C0535,Maruti Suzuki,Celerio,Hatchback,2018,6,55000,Automatic,First,Petrol,392000
C0536,Renault,KWID,Hatchback,2016,8,77000,Manual,First,Petrol,255000
C0537,Hyundai,Creta,SUV,2021,3,45000,Automatic,First,Diesel,1699000
C0538,Maruti Suzuki,Alto-K10,Hatchback,2019,5,80000,Automatic,Second,Petrol,280000
C0539,Maruti Suzuki,Wagon R,Hatchback,2018,6,64000,Automatic,First,Petrol,451000
C0540,Maruti Suzuki,Celerio,Hatchback,2017,7,61000,Automatic,Second,Petrol,455000
C0541,Honda,Amaze,Sedan,2021,3,78000,Automatic,Second,Diesel,1075000
C0542,Hyundai,Creta,SUV,2019,5,29569,Automatic,First,Petrol,1100000
C0543,Mahindra,Thar,SUV,2024,0,8000,Manual,First,Diesel,1550000
C0544,Maruti Suzuki,Grand Vitara,SUV,2023,1,8400,Manual,First,Petrol,1450000
C0545,Maruti Suzuki,Ignis,Hatchback,2019,5,520000,Manual,First,Petrol,450000
C0546,Renault,KWID,Hatchback,2016,8,88000,Automatic,Second,Petrol,180000
C0547,Honda,City,Sedan,2022,2,10000,Automatic,First,Petrol,1299000
C0548,Tata,Nexon,SUV,2020,4,55000,Automatic,First,Petrol,695000
C0549,Kia,Sonet,SUV,2020,4,20200,Automatic,First,Petrol,1000000
C0550,Maruti Suzuki,Eeco,MPV,2023,1,35000,Manual,Second,Petrol,600000
C0551,Kia,Seltos,SUV,2021,3,9020,Manual,First,Petrol,1300000
C0552,Hyundai,Verna,Sedan,2018,6,51000,Manual,Second,Petrol,695000
C0553,Kia,Sonet,SUV,2021,3,84000,Automatic,First,Petrol,875000
C0554,Tata,Tigor,Sedan,2019,5,67321,Manual,First,Petrol,389101
C0555,Renault,KWID,Hatchback,2021,3,73146,Manual,First,Petrol,300000
C0556,Hyundai,Verna,Sedan,2021,3,55000,Manual,First,Petrol,1045000
C0557,Kia,Seltos,SUV,2021,3,47000,Automatic,First,Petrol,1475000
C0558,Renault,Kiger,SUV,2022,2,10000,Automatic,First,Petrol,695000
C0559,Maruti Suzuki,Swift,Hatchback,2016,8,102000,Manual,Second,Petrol,385000
C0560,Maruti Suzuki,Ertiga,MUV,2018,6,65000,Automatic,Second,Petrol,675000
C0561,Skoda,Slavia,Sedan,2022,2,4950,Automatic,First,Petrol,1670000
C0562,Renault,Triber,MUV,2020,4,17000,Manual,First,Petrol,545000
C0563,Mahindra,XUV700,SUV,2022,2,39000,Automatic,First,Petrol,1950000
C0564,Hyundai,Creta,SUV,2019,5,68000,Automatic,Second,Petrol,1175000
C0565,Kia,Sonet,SUV,2020,4,35000,Manual,First,Petrol,950000
C0566,Honda,City,Sedan,2016,8,74000,Automatic,Second,Petrol,590000
C0567,Hyundai,Creta,SUV,2017,7,60000,Automatic,First,Petrol,850000
C0568,Maruti Suzuki,Baleno,Hatchback,2021,3,50000,Manual,First,Petrol,755000
C0569,Hyundai,Creta,SUV,2017,7,82000,Automatic,First,Petrol,830000
C0570,Kia,Seltos,SUV,2021,3,39000,Automatic,First,Petrol,1400000
C0571,Honda,Amaze,Sedan,2021,3,78000,Automatic,Second,Diesel,1075000
C0572,Renault,KWID,Hatchback,2016,8,50588,Manual,Second,Petrol,325000
C0573,Honda,City,Sedan,2016,8,79000,Automatic,Second,Petrol,675000
C0574,Maruti Suzuki,XL6,MUV,2019,5,40000,Automatic,First,Petrol,1125000
C0575,Tata,Nexon,SUV,2023,1,7800,Automatic,First,Petrol,895000
C0576,Honda,Amaze,Sedan,2016,8,64000,Manual,Second,Petrol,415000
C0577,Hyundai,Creta,SUV,2017,7,66000,Manual,Second,Petrol,675000
C0578,Kia,Sonet,SUV,2024,0,800,Manual,First,Petrol,170000
C0579,Renault,KWID,Hatchback,2017,7,62000,Automatic,First,Petrol,399999
C0580,Maruti Suzuki,Alto-K10,Hatchback,2018,6,72000,Automatic,First,Petrol,370000
C0581,Maruti Suzuki,Eeco,MPV,2018,6,68321,Manual,First,Petrol,335101
C0582,Maruti Suzuki,Swift,Hatchback,2016,8,61000,Manual,First,Petrol,359000
C0583,Maruti Suzuki,Wagon R,Hatchback,2017,7,74000,Automatic,First,Petrol,449000
C0584,Mahindra,Thar,SUV,2021,3,16700,Automatic,First,Diesel,1750000
C0585,Maruti Suzuki,Dzire,Sedan,2018,6,25000,Automatic,Second,Petrol,630000
C0586,Hyundai,Creta,SUV,2019,5,68000,Automatic,Second,Petrol,1175000
C0587,Hyundai,Venue,SUV,2021,3,40000,Manual,First,Petrol,765000
C0588,Mahindra,Scorpio Classic,SUV,2023,1,28000,Manual,First,Diesel,1750000
C0589,Maruti Suzuki,Swift,Hatchback,2020,4,20000,Manual,First,Petrol,549000
C0590,Hyundai,Venue,SUV,2022,2,32000,Manual,First,Petrol,975000
C0591,Toyota,Innova Crysta,MPV,2021,3,111000,Automatic,First,Diesel,2425000
C0592,Renault,KWID,Hatchback,2017,7,65663,Automatic,Second,Petrol,325000
C0593,Nissan,Magnite,SUV,2021,3,62000,Manual,First,Petrol,540000
C0594,Maruti Suzuki,Baleno,Hatchback,2022,2,27000,Manual,First,Petrol,960000
C0595,Honda,Amaze,Sedan,2022,2,25000,Manual,First,Petrol,765000
C0596,Maruti Suzuki,Baleno,Hatchback,2020,4,31000,Manual,First,Petrol,690000
C0597,Maruti Suzuki,Wagon-R,Hatchback,2018,6,48231,Automatic,First,Petrol,385101
C0598,Hyundai,Creta,SUV,2018,6,760000,Manual,Second,Petrol,885000
C0599,Hyundai,Alcazar,SUV,2021,3,23000,Automatic,Second,Petrol,1599999
C0600,Hyundai,Creta,SUV,2022,2,16000,Manual,First,Petrol,1098000
C0601,MG,Gloster,SUV,2022,2,39000,Automatic,First,Diesel,3290000
C0602,Honda,Amaze,Sedan,2019,5,44000,Manual,First,Petrol,550000
C0603,Hyundai,Alcazar,SUV,2021,3,58000,Automatic,First,Diesel,1985000
C0604,MG,Hector,SUV,2019,5,72000,Automatic,First,Petrol,1025000
C0605,Hyundai,Creta,SUV,2018,6,23000,Automatic,First,Petrol,985111
C0606,Tata,Nexon,SUV,2019,5,49000,Manual,First,Petrol,650000
C0607,Toyota,Fortuner,SUV,2021,3,78000,Automatic,First,Diesel,3651000
C0608,Toyota,Innova Crysta,MPV,2021,3,67000,Automatic,First,Diesel,1875000
C0609,Maruti Suzuki,Wagon-R,Hatchback,2019,5,25000,Automatic,Second,Petrol,525000
C0610,Hyundai,Creta,SUV,2022,2,42000,Manual,First,Diesel,1390000
C0611,Hyundai,Aura,Sedan,2021,3,25000,Manual,Second,Petrol,575000
C0612,Toyota,Urban Cruiser Hyryder,SUV,2023,1,8000,Automatic,First,Petrol,1890000
C0613,Maruti Suzuki,Grand Vitara,SUV,2024,0,1600,Manual,First,Petrol,1350000
C0614,Maruti Suzuki,Ertiga,MUV,2022,2,22000,Manual,Second,Petrol,960000
C0615,Toyota,Fortuner,SUV,2024,0,24000,Manual,First,Diesel,4550000
C0616,Maruti Suzuki,Celerio,Hatchback,2022,2,20000,Automatic,First,Diesel,625000
C0617,Tata,Tiago,Hatchback,2018,6,52000,Automatic,First,Petrol,495000
C0618,Toyota,Urban Cruiser Hyryder,SUV,2023,1,24000,Automatic,First,Petrol,1895000
C0619,Maruti Suzuki,Eeco,MPV,2021,3,19000,Automatic,Second,Petrol,400000
C0620,Kia,Sonet,SUV,2020,4,47000,Automatic,First,Petrol,1165000
C0621,Mahindra,Scorpio-N,SUV,2023,1,20000,Automatic,First,Diesel,2550000
C0622,Maruti Suzuki,Baleno,Hatchback,2016,8,45000,Manual,Second,Petrol,545000
C0623,Hyundai,Creta,SUV,2019,5,21000,Manual,First,Petrol,870000
C0624,MG,Hector,SUV,2021,3,39652,Manual,First,Diesel,1305000
C0625,Tata,Nexon,SUV,2022,2,13000,Manual,First,Petrol,899000
C0626,Maruti Suzuki,Baleno,Hatchback,2018,6,65000,Manual,Second,Petrol,525000
C0627,Renault,Triber,MUV,2019,5,43000,Manual,First,Petrol,565000
C0628,Hyundai,Venue,SUV,2021,3,28000,Manual,First,Diesel,1050000
